#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-05-13;Afghanistan;5226;132;648;2.53;12.40;85.07
2020-05-13;Émirats Arabes Unis;20386;206;6523;1.01;32.00;66.99
2020-05-13;Antigua-et-Barbuda;25;3;19;12.00;76.00;12.00
2020-05-13;Arménie;3718;48;1500;1.29;40.34;58.36
2020-05-13;Albanie;880;31;688;3.52;78.18;18.30
2020-05-13;Angola;45;2;14;4.44;31.11;64.44
2020-05-13;Argentine;6879;329;2266;4.78;32.94;62.28
2020-05-13;Autriche;15997;624;14304;3.90;89.42;6.68
2020-05-13;Australie;6989;98;6297;1.40;90.10;8.50
2020-05-13;Azerbaïdjan;2758;35;1789;1.27;64.87;33.87
2020-05-13;Bosnie-Herzégovine;2181;120;1228;5.50;56.30;38.19
2020-05-13;Bangladesh;17822;269;3361;1.51;18.86;79.63
2020-05-13;Barbade;85;7;65;8.24;76.47;15.29
2020-05-13;Belgique;53981;8843;13937;16.38;25.82;57.80
2020-05-13;Burkina Faso;773;51;592;6.60;76.58;16.82
2020-05-13;Bahreïn;5816;10;2205;0.17;37.91;61.92
2020-05-13;Bulgarie;2069;96;499;4.64;24.12;71.24
2020-05-13;Burundi;15;1;7;6.67;46.67;46.67
2020-05-13;Bénin;327;2;83;0.61;25.38;74.01
2020-05-13;Saint Barthélemy;6;0;6;0.00;100.00;0.00
2020-05-13;Bolivie;3148;142;339;4.51;10.77;84.72
2020-05-13;Brunéi Darussalam;141;1;134;0.71;95.04;4.26
2020-05-13;Brésil;190137;13240;78424;6.96;41.25;51.79
2020-05-13;Bahamas;94;11;41;11.70;43.62;44.68
2020-05-13;Bhoutan;15;0;5;0.00;33.33;66.67
2020-05-13;Bélarus;25825;146;7711;0.57;29.86;69.58
2020-05-13;Botswana;24;1;17;4.17;70.83;25.00
2020-05-13;Belize;18;2;16;11.11;88.89;0.00
2020-05-13;Canada;73568;5425;35177;7.37;47.82;44.81
2020-05-13;Rép. Dém. du Congo;1169;50;148;4.28;12.66;83.06
2020-05-13;République Centrafricaine;143;0;10;0.00;6.99;93.01
2020-05-13;Suisse;30413;1870;27100;6.15;89.11;4.74
2020-05-13;Congo (Brazzaville);333;11;53;3.30;15.92;80.78
2020-05-13;Côte d'Ivoire;1912;24;902;1.26;47.18;51.57
2020-05-13;Cameroun;2800;136;1543;4.86;55.11;40.04
2020-05-13;Chili;34381;346;14865;1.01;43.24;55.76
2020-05-13;Chine;82929;4633;78195;5.59;94.29;0.12
2020-05-13;Costa Rica;815;8;527;0.98;64.66;34.36
2020-05-13;Colombie;12930;509;3133;3.94;24.23;71.83
2020-05-13;Cuba;1810;79;1326;4.36;73.26;22.38
2020-05-13;Chypre;905;17;449;1.88;49.61;48.51
2020-05-13;Cap-vert;289;2;61;0.69;21.11;78.20
2020-05-13;République Tchèque;8269;290;5047;3.51;61.04;35.46
2020-05-13;Djibouti;1268;3;900;0.24;70.98;28.79
2020-05-13;Allemagne;174098;7861;148700;4.52;85.41;10.07
2020-05-13;Danemark;10678;533;8674;4.99;81.23;13.78
2020-05-13;République Dominicaine;11196;409;3221;3.65;28.77;67.58
2020-05-13;Dominique;16;0;15;0.00;93.75;6.25
2020-05-13;Algérie;6253;522;3058;8.35;48.90;42.75
2020-05-13;Estonie;1751;61;777;3.48;44.37;52.14
2020-05-13;Équateur;30486;2334;3433;7.66;11.26;81.08
2020-05-13;Égypte;10431;556;2486;5.33;23.83;70.84
2020-05-13;Sahara Occidental;6;0;6;0.00;100.00;0.00
2020-05-13;Érythrée;39;0;38;0.00;97.44;2.56
2020-05-13;Éthiopie;263;5;108;1.90;41.06;57.03
2020-05-13;Espagne;228691;27104;140823;11.85;61.58;26.57
2020-05-13;Finlande;6054;284;4300;4.69;71.03;24.28
2020-05-13;Fidji;18;0;14;0.00;77.78;22.22
2020-05-13;Îles Féroé;187;0;187;0.00;100.00;0.00
2020-05-13;France;178060;27074;58673;15.20;32.95;51.84
2020-05-13;Gabon;1004;9;152;0.90;15.14;83.96
2020-05-13;Royaume-Uni;230838;33264;888;14.41;0.38;85.21
2020-05-13;Grenade;21;0;13;0.00;61.90;38.10
2020-05-13;Géorgie;647;11;372;1.70;57.50;40.80
2020-05-13;Guyane Française;153;1;124;0.65;81.05;18.30
2020-05-13;Ghana;5408;24;514;0.44;9.50;90.05
2020-05-13;Gibraltar;147;0;144;0.00;97.96;2.04
2020-05-13;Guinée;2374;14;856;0.59;36.06;63.35
2020-05-13;Gambie;23;1;10;4.35;43.48;52.17
2020-05-13;Guinée Équatoriale;522;6;13;1.15;2.49;96.36
2020-05-13;Guadeloupe;155;13;109;8.39;70.32;21.29
2020-05-13;Grèce;2760;155;1374;5.62;49.78;44.60
2020-05-13;Guatemala;1342;29;121;2.16;9.02;88.82
2020-05-13;Guinée-Bissau;836;3;26;0.36;3.11;96.53
2020-05-13;Guyana;113;10;41;8.85;36.28;54.87
2020-05-13;Hong-Kong;1050;4;1008;0.38;96.00;3.62
2020-05-13;Honduras;2255;123;237;5.45;10.51;84.04
2020-05-13;Croatie;2213;94;1834;4.25;82.87;12.88
2020-05-13;Hongrie;3341;430;1102;12.87;32.98;54.15
2020-05-13;Haïti;234;18;17;7.69;7.26;85.04
2020-05-13;Indonésie;15438;1028;3287;6.66;21.29;72.05
2020-05-13;Irlande;23401;1497;19470;6.40;83.20;10.40
2020-05-13;Israël;16548;264;12232;1.60;73.92;24.49
2020-05-13;Inde;78055;2551;26400;3.27;33.82;62.91
2020-05-13;Iran;112725;6783;89428;6.02;79.33;14.65
2020-05-13;Iraq;3032;115;1966;3.79;64.84;31.37
2020-05-13;Islande;1802;10;1780;0.55;98.78;0.67
2020-05-13;Italie;222104;31106;112541;14.01;50.67;35.32
2020-05-13;Jordanie;582;9;392;1.55;67.35;31.10
2020-05-13;Jamaïque;509;9;113;1.77;22.20;76.03
2020-05-13;Japon;16049;678;8920;4.22;55.58;40.20
2020-05-13;Kirghizistan;1044;12;726;1.15;69.54;29.31
2020-05-13;Kenya;737;40;281;5.43;38.13;56.45
2020-05-13;Cambodge;122;0;121;0.00;99.18;0.82
2020-05-13;Comores;11;1;0;9.09;0.00;90.91
2020-05-13;Saint-Kitts-et-Nevis;15;0;14;0.00;93.33;6.67
2020-05-13;Corée du Sud;10991;260;9762;2.37;88.82;8.82
2020-05-13;Kazakhstan;5417;32;2408;0.59;44.45;54.96
2020-05-13;Koweït;11028;82;3263;0.74;29.59;69.67
2020-05-13;Liban;878;26;236;2.96;26.88;70.16
2020-05-13;Laos;19;0;14;0.00;73.68;26.32
2020-05-13;Sainte-Lucie;18;0;18;0.00;100.00;0.00
2020-05-13;Liechtenstein;82;1;55;1.22;67.07;31.71
2020-05-13;Sri Lanka;915;9;382;0.98;41.75;57.27
2020-05-13;Libéria;213;20;101;9.39;47.42;43.19
2020-05-13;Lituanie;1505;54;908;3.59;60.33;36.08
2020-05-13;Lesotho;1;0;0;0.00;0.00;100.00
2020-05-13;Luxembourg;3904;103;3629;2.64;92.96;4.41
2020-05-13;Lettonie;951;19;627;2.00;65.93;32.07
2020-05-13;Libye;64;3;28;4.69;43.75;51.56
2020-05-13;Maroc;6512;188;3131;2.89;48.08;49.03
2020-05-13;Monaco;96;4;87;4.17;90.63;5.21
2020-05-13;Moldavie;5406;185;2176;3.42;40.25;56.33
2020-05-13;Saint Martin;39;3;30;7.69;76.92;15.38
2020-05-13;Montenegro;324;9;307;2.78;94.75;2.47
2020-05-13;Madagascar;212;0;107;0.00;50.47;49.53
2020-05-13;Macédoine;1694;95;1229;5.61;72.55;21.84
2020-05-13;Mali;758;44;412;5.80;54.35;39.84
2020-05-13;Mongolie;42;0;15;0.00;35.71;64.29
2020-05-13;Birmanie;181;6;79;3.31;43.65;53.04
2020-05-13;Macao;45;0;43;0.00;95.56;4.44
2020-05-13;Mauritanie;15;2;6;13.33;40.00;46.67
2020-05-13;Martinique;189;14;91;7.41;48.15;44.44
2020-05-13;Malte;508;6;436;1.18;85.83;12.99
2020-05-13;Maldives;955;4;40;0.42;4.19;95.39
2020-05-13;Maurice;332;10;322;3.01;96.99;0.00
2020-05-13;Malawi;63;3;24;4.76;38.10;57.14
2020-05-13;Malaisie;6779;111;5281;1.64;77.90;20.46
2020-05-13;Mexique;40186;4220;26990;10.50;67.16;22.34
2020-05-13;Mozambique;104;0;34;0.00;32.69;67.31
2020-05-13;Namibie;16;0;11;0.00;68.75;31.25
2020-05-13;Nouvelle-Calédonie;18;0;18;0.00;100.00;0.00
2020-05-13;Nigéria;4971;164;1070;3.30;21.52;75.18
2020-05-13;Niger;860;49;658;5.70;76.51;17.79
2020-05-13;Nicaragua;25;8;7;32.00;28.00;40.00
2020-05-13;Pays-Bas;43410;5581;157;12.86;0.36;86.78
2020-05-13;Norvège;8175;229;32;2.80;0.39;96.81
2020-05-13;Népal;250;0;35;0.00;14.00;86.00
2020-05-13;Nouvelle-Zélande;1497;21;1411;1.40;94.26;4.34
2020-05-13;Oman;4019;17;1289;0.42;32.07;67.50
2020-05-13;Panama;8944;256;6067;2.86;67.83;29.30
2020-05-13;Pérou;76306;2169;24324;2.84;31.88;65.28
2020-05-13;Polynésie Française;60;0;58;0.00;96.67;3.33
2020-05-13;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
2020-05-13;Pakistan;35298;761;8899;2.16;25.21;72.63
2020-05-13;Philippines;11618;772;2251;6.64;19.38;73.98
2020-05-13;Pologne;17204;861;6410;5.00;37.26;57.74
2020-05-13;Portugal;28132;1175;3182;4.18;11.31;84.51
2020-05-13;Palestine;375;2;310;0.53;82.67;16.80
2020-05-13;Paraguay;740;11;182;1.49;24.59;73.92
2020-05-13;Réunion;439;0;354;0.00;80.64;19.36
2020-05-13;Qatar;26539;14;3143;0.05;11.84;88.10
2020-05-13;Roumanie;16002;1036;7961;6.47;49.75;43.78
2020-05-13;Serbie;10295;222;3824;2.16;37.14;60.70
2020-05-13;Russie;242271;2212;48003;0.91;19.81;79.27
2020-05-13;Rwanda;287;0;164;0.00;57.14;42.86
2020-05-13;Seychelles;11;0;10;0.00;90.91;9.09
2020-05-13;Arabie Saoudite;44830;273;17622;0.61;39.31;60.08
2020-05-13;Soudan;1818;90;198;4.95;10.89;84.16
2020-05-13;Singapour;25346;21;4809;0.08;18.97;80.94
2020-05-13;Suède;27909;3460;4971;12.40;17.81;69.79
2020-05-13;Slovénie;1463;103;260;7.04;17.77;75.19
2020-05-13;Slovaquie;1469;27;1060;1.84;72.16;26.00
2020-05-13;Sierra Leone;387;26;97;6.72;25.06;68.22
2020-05-13;Saint-Marin;643;41;161;6.38;25.04;68.58
2020-05-13;Somalie;1219;52;130;4.27;10.66;85.07
2020-05-13;Sénégal;2105;21;782;1.00;37.15;61.85
2020-05-13;Soudan du sud;203;0;2;0.00;0.99;99.01
2020-05-13;Suriname;10;1;9;10.00;90.00;0.00
2020-05-13;Sao Tomé-et-Principe;220;6;4;2.73;1.82;95.45
2020-05-13;El Salvador;1037;20;374;1.93;36.07;62.01
2020-05-13;Syrie;48;3;29;6.25;60.42;33.33
2020-05-13;Tchad;372;42;78;11.29;20.97;67.74
2020-05-13;Eswatini;187;2;48;1.07;25.67;73.26
2020-05-13;Togo;219;11;96;5.02;43.84;51.14
2020-05-13;Thaïlande;3017;56;2844;1.86;94.27;3.88
2020-05-13;Tadjikistan;801;23;0;2.87;0.00;97.13
2020-05-13;Timor-Leste;24;0;21;0.00;87.50;12.50
2020-05-13;Tunisie;1032;45;759;4.36;73.55;22.09
2020-05-13;Turquie;143114;3952;101715;2.76;71.07;26.17
2020-05-13;Taïwan;440;7;375;1.59;85.23;13.18
2020-05-13;Trinité-et-Tobago;116;8;107;6.90;92.24;0.86
2020-05-13;Tanzanie;509;21;183;4.13;35.95;59.92
2020-05-13;Ukraine;16425;439;3716;2.67;22.62;74.70
2020-05-13;Ouganda;139;0;55;0.00;39.57;60.43
2020-05-13;États-Unis;1390406;84119;243430;6.05;17.51;76.44
2020-05-13;Uruguay;719;19;545;2.64;75.80;21.56
2020-05-13;Ouzbékistan;2612;11;2076;0.42;79.48;20.10
2020-05-13;Vatican;12;0;2;0.00;16.67;83.33
2020-05-13;Venezuela;423;10;220;2.36;52.01;45.63
2020-05-13;St-Vincent / Grenadines;17;0;12;0.00;70.59;29.41
2020-05-13;Viet Nam;288;0;252;0.00;87.50;12.50
2020-05-13;Yémen;70;12;1;17.14;1.43;81.43
2020-05-13;Kosovo;919;29;671;3.16;73.01;23.83
2020-05-13;Mayotte;1143;14;627;1.22;54.86;43.92
2020-05-13;Afrique du Sud;12074;219;4745;1.81;39.30;58.89
2020-05-13;Zambie;446;7;124;1.57;27.80;70.63
2020-05-13;Zimbabwe;37;4;12;10.81;32.43;56.76
2020-05-13;Autres;721;15;651;2.08;90.29;7.63
2020-05-12;Autres;721;15;651;2.08;90.29;7.63
2020-05-12;Zimbabwe;36;4;9;11.11;25.00;63.89
2020-05-12;Zambie;441;7;117;1.59;26.53;71.88
2020-05-12;Afrique du Sud;11350;206;4357;1.81;38.39;59.80
2020-05-12;Mayotte;1095;12;492;1.10;44.93;53.97
2020-05-12;Kosovo;919;29;671;3.16;73.01;23.83
2020-05-12;Yémen;65;10;1;15.38;1.54;83.08
2020-05-12;Viet Nam;288;0;252;0.00;87.50;12.50
2020-05-12;St-Vincent / Grenadines;17;0;12;0.00;70.59;29.41
2020-05-12;Venezuela;423;10;220;2.36;52.01;45.63
2020-05-12;Vatican;12;0;2;0.00;16.67;83.33
2020-05-12;Ouzbékistan;2519;10;2010;0.40;79.79;19.81
2020-05-12;Uruguay;717;19;532;2.65;74.20;23.15
2020-05-12;États-Unis;1369574;82376;230287;6.01;16.81;77.17
2020-05-12;Ouganda;129;0;55;0.00;42.64;57.36
2020-05-12;Ukraine;16023;425;3373;2.65;21.05;76.30
2020-05-12;Tanzanie;509;21;183;4.13;35.95;59.92
2020-05-12;Trinité-et-Tobago;116;8;107;6.90;92.24;0.86
2020-05-12;Taïwan;440;7;372;1.59;84.55;13.86
2020-05-12;Turquie;141475;3894;98889;2.75;69.90;27.35
2020-05-12;Tunisie;1032;45;740;4.36;71.71;23.93
2020-05-12;Timor-Leste;24;0;21;0.00;87.50;12.50
2020-05-12;Tadjikistan;729;21;0;2.88;0.00;97.12
2020-05-12;Thaïlande;3017;56;2798;1.86;92.74;5.40
2020-05-12;Togo;199;11;92;5.53;46.23;48.24
2020-05-12;Eswatini;184;2;28;1.09;15.22;83.70
2020-05-12;Tchad;357;40;76;11.20;21.29;67.51
2020-05-12;Syrie;47;3;29;6.38;61.70;31.91
2020-05-12;El Salvador;998;20;349;2.00;34.97;63.03
2020-05-12;Sao Tomé-et-Principe;208;5;4;2.40;1.92;95.67
2020-05-12;Suriname;10;1;9;10.00;90.00;0.00
2020-05-12;Soudan du sud;194;0;2;0.00;1.03;98.97
2020-05-12;Sénégal;1995;19;742;0.95;37.19;61.85
2020-05-12;Somalie;1170;52;126;4.44;10.77;84.79
2020-05-12;Saint-Marin;638;41;161;6.43;25.24;68.34
2020-05-12;Sierra Leone;338;19;72;5.62;21.30;73.08
2020-05-12;Slovaquie;1465;27;983;1.84;67.10;31.06
2020-05-12;Slovénie;1461;102;259;6.98;17.73;75.29
2020-05-12;Suède;27272;3313;4971;12.15;18.23;69.62
2020-05-12;Singapour;24671;21;3851;0.09;15.61;84.31
2020-05-12;Soudan;1661;80;173;4.82;10.42;84.77
2020-05-12;Arabie Saoudite;42925;264;15257;0.62;35.54;63.84
2020-05-12;Seychelles;11;0;10;0.00;90.91;9.09
2020-05-12;Rwanda;286;0;153;0.00;53.50;46.50
2020-05-12;Russie;232243;2116;43512;0.91;18.74;80.35
2020-05-12;Serbie;10243;220;3600;2.15;35.15;62.71
2020-05-12;Roumanie;15778;1002;7685;6.35;48.71;44.94
2020-05-12;Qatar;25149;14;3019;0.06;12.00;87.94
2020-05-12;Réunion;437;0;354;0.00;81.01;18.99
2020-05-12;Paraguay;737;10;173;1.36;23.47;75.17
2020-05-12;Palestine;375;2;308;0.53;82.13;17.33
2020-05-12;Portugal;27913;1163;3013;4.17;10.79;85.04
2020-05-12;Pologne;16921;839;6131;4.96;36.23;58.81
2020-05-12;Philippines;11350;751;2106;6.62;18.56;74.83
2020-05-12;Pakistan;34336;737;8812;2.15;25.66;72.19
2020-05-12;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
2020-05-12;Polynésie Française;60;0;58;0.00;96.67;3.33
2020-05-12;Pérou;72059;2057;23324;2.85;32.37;64.78
2020-05-12;Panama;8783;252;6021;2.87;68.55;28.58
2020-05-12;Oman;3721;17;1250;0.46;33.59;65.95
2020-05-12;Nouvelle-Zélande;1497;21;1402;1.40;93.65;4.94
2020-05-12;Népal;217;0;33;0.00;15.21;84.79
2020-05-12;Norvège;8157;228;32;2.80;0.39;96.81
2020-05-12;Pays-Bas;43183;5529;149;12.80;0.35;86.85
2020-05-12;Nicaragua;25;8;7;32.00;28.00;40.00
2020-05-12;Niger;854;47;648;5.50;75.88;18.62
2020-05-12;Nigéria;4787;158;959;3.30;20.03;76.67
2020-05-12;Nouvelle-Calédonie;18;0;18;0.00;100.00;0.00
2020-05-12;Namibie;16;0;11;0.00;68.75;31.25
2020-05-12;Mozambique;104;0;34;0.00;32.69;67.31
2020-05-12;Mexique;38324;3926;25935;10.24;67.67;22.08
2020-05-12;Malaisie;6742;109;5223;1.62;77.47;20.91
2020-05-12;Malawi;57;3;24;5.26;42.11;52.63
2020-05-12;Maurice;332;10;322;3.01;96.99;0.00
2020-05-12;Maldives;904;3;29;0.33;3.21;96.46
2020-05-12;Malte;506;5;434;0.99;85.77;13.24
2020-05-12;Martinique;187;14;91;7.49;48.66;43.85
2020-05-12;Mauritanie;9;1;6;11.11;66.67;22.22
2020-05-12;Macao;45;0;42;0.00;93.33;6.67
2020-05-12;Birmanie;180;6;76;3.33;42.22;54.44
2020-05-12;Mongolie;42;0;15;0.00;35.71;64.29
2020-05-12;Mali;730;40;398;5.48;54.52;40.00
2020-05-12;Macédoine;1674;92;1205;5.50;71.98;22.52
2020-05-12;Madagascar;186;0;101;0.00;54.30;45.70
2020-05-12;Montenegro;324;9;298;2.78;91.98;5.25
2020-05-12;Saint Martin;39;3;30;7.69;76.92;15.38
2020-05-12;Moldavie;5154;182;2069;3.53;40.14;56.33
2020-05-12;Monaco;96;4;85;4.17;88.54;7.29
2020-05-12;Maroc;6418;188;2991;2.93;46.60;50.47
2020-05-12;Libye;64;3;28;4.69;43.75;51.56
2020-05-12;Lettonie;950;18;627;1.89;66.00;32.11
2020-05-12;Luxembourg;3894;102;3610;2.62;92.71;4.67
2020-05-12;Lituanie;1491;50;850;3.35;57.01;39.64
2020-05-12;Libéria;211;20;85;9.48;40.28;50.24
2020-05-12;Sri Lanka;889;9;366;1.01;41.17;57.82
2020-05-12;Liechtenstein;82;1;55;1.22;67.07;31.71
2020-05-12;Sainte-Lucie;18;0;17;0.00;94.44;5.56
2020-05-12;Laos;19;0;13;0.00;68.42;31.58
2020-05-12;Liban;870;26;234;2.99;26.90;70.11
2020-05-12;Koweït;10277;75;3101;0.73;30.17;69.10
2020-05-12;Kazakhstan;5279;32;2223;0.61;42.11;57.28
2020-05-12;Corée du Sud;10962;259;9695;2.36;88.44;9.20
2020-05-12;Saint-Kitts-et-Nevis;15;0;14;0.00;93.33;6.67
2020-05-12;Comores;11;1;0;9.09;0.00;90.91
2020-05-12;Cambodge;122;0;121;0.00;99.18;0.82
2020-05-12;Kenya;715;36;259;5.03;36.22;58.74
2020-05-12;Kirghizistan;1037;12;709;1.16;68.37;30.47
2020-05-12;Japon;15968;657;8531;4.11;53.43;42.46
2020-05-12;Jamaïque;507;9;100;1.78;19.72;78.50
2020-05-12;Jordanie;576;9;390;1.56;67.71;30.73
2020-05-12;Italie;221216;30911;109039;13.97;49.29;36.74
2020-05-12;Islande;1801;10;1776;0.56;98.61;0.83
2020-05-12;Iraq;2913;112;1903;3.84;65.33;30.83
2020-05-12;Iran;110767;6733;88357;6.08;79.77;14.15
2020-05-12;Inde;74292;2415;24420;3.25;32.87;63.88
2020-05-12;Israël;16529;260;12083;1.57;73.10;25.33
2020-05-12;Irlande;23242;1488;17110;6.40;73.62;19.98
2020-05-12;Indonésie;14749;1007;3063;6.83;20.77;72.40
2020-05-12;Haïti;219;18;17;8.22;7.76;84.02
2020-05-12;Hongrie;3313;425;1007;12.83;30.40;56.78
2020-05-12;Croatie;2207;91;1808;4.12;81.92;13.96
2020-05-12;Honduras;2080;121;211;5.82;10.14;84.04
2020-05-12;Hong-Kong;1047;4;991;0.38;94.65;4.97
2020-05-12;Guyana;113;10;36;8.85;31.86;59.29
2020-05-12;Guinée-Bissau;820;3;26;0.37;3.17;96.46
2020-05-12;Guatemala;1199;27;120;2.25;10.01;87.74
2020-05-12;Grèce;2744;152;1374;5.54;50.07;44.39
2020-05-12;Guadeloupe;155;13;109;8.39;70.32;21.29
2020-05-12;Guinée Équatoriale;439;4;13;0.91;2.96;96.13
2020-05-12;Gambie;22;1;10;4.55;45.45;50.00
2020-05-12;Guinée;2298;11;816;0.48;35.51;64.01
2020-05-12;Gibraltar;148;0;144;0.00;97.30;2.70
2020-05-12;Ghana;5127;22;494;0.43;9.64;89.94
2020-05-12;Guyane Française;153;1;124;0.65;81.05;18.30
2020-05-12;Géorgie;642;11;349;1.71;54.36;43.93
2020-05-12;Grenade;21;0;13;0.00;61.90;38.10
2020-05-12;Royaume-Uni;227593;32769;879;14.40;0.39;85.22
2020-05-12;Gabon;863;9;137;1.04;15.87;83.08
2020-05-12;France;178225;26991;57785;15.14;32.42;52.43
2020-05-12;Îles Féroé;187;0;187;0.00;100.00;0.00
2020-05-12;Fidji;18;0;14;0.00;77.78;22.22
2020-05-12;Finlande;6003;275;4300;4.58;71.63;23.79
2020-05-12;Espagne;228030;26920;138980;11.81;60.95;27.25
2020-05-12;Éthiopie;261;5;106;1.92;40.61;57.47
2020-05-12;Érythrée;39;0;38;0.00;97.44;2.56
2020-05-12;Sahara Occidental;6;0;6;0.00;100.00;0.00
2020-05-12;Égypte;10093;544;2326;5.39;23.05;71.56
2020-05-12;Équateur;30419;2327;3433;7.65;11.29;81.06
2020-05-12;Estonie;1746;61;777;3.49;44.50;52.00
2020-05-12;Algérie;6067;515;2998;8.49;49.41;42.10
2020-05-12;Dominique;16;0;15;0.00;93.75;6.25
2020-05-12;République Dominicaine;10900;402;3221;3.69;29.55;66.76
2020-05-12;Danemark;10602;527;8591;4.97;81.03;14.00
2020-05-12;Allemagne;173171;7738;147200;4.47;85.00;10.53
2020-05-12;Djibouti;1256;3;886;0.24;70.54;29.22
2020-05-12;République Tchèque;8221;283;4889;3.44;59.47;37.09
2020-05-12;Cap-vert;267;2;58;0.75;21.72;77.53
2020-05-12;Chypre;903;16;449;1.77;49.72;48.50
2020-05-12;Cuba;1804;78;1277;4.32;70.79;24.89
2020-05-12;Colombie;12272;493;2971;4.02;24.21;71.77
2020-05-12;Costa Rica;804;7;520;0.87;64.68;34.45
2020-05-12;Chine;82926;4633;78189;5.59;94.29;0.13
2020-05-12;Chili;31721;335;14125;1.06;44.53;54.42
2020-05-12;Cameroun;2689;125;1524;4.65;56.68;38.68
2020-05-12;Côte d'Ivoire;1857;21;820;1.13;44.16;54.71
2020-05-12;Congo (Brazzaville);333;11;53;3.30;15.92;80.78
2020-05-12;Suisse;30380;1867;26800;6.15;88.22;5.64
2020-05-12;République Centrafricaine;143;0;10;0.00;6.99;93.01
2020-05-12;Rép. Dém. du Congo;1102;44;146;3.99;13.25;82.76
2020-05-12;Canada;72419;5300;34055;7.32;47.02;45.66
2020-05-12;Belize;18;2;16;11.11;88.89;0.00
2020-05-12;Botswana;24;1;17;4.17;70.83;25.00
2020-05-12;Bélarus;24873;142;6974;0.57;28.04;71.39
2020-05-12;Bhoutan;11;0;5;0.00;45.45;54.55
2020-05-12;Bahamas;93;11;39;11.83;41.94;46.24
2020-05-12;Brésil;178214;12461;72597;6.99;40.74;52.27
2020-05-12;Brunéi Darussalam;141;1;134;0.71;95.04;4.26
2020-05-12;Bolivie;2964;128;313;4.32;10.56;85.12
2020-05-12;Saint Barthélemy;6;0;6;0.00;100.00;0.00
2020-05-12;Bénin;327;2;76;0.61;23.24;76.15
2020-05-12;Burundi;15;1;7;6.67;46.67;46.67
2020-05-12;Bulgarie;2023;95;476;4.70;23.53;71.77
2020-05-12;Bahreïn;5531;9;2192;0.16;39.63;60.21
2020-05-12;Burkina Faso;766;51;588;6.66;76.76;16.58
2020-05-12;Belgique;53779;8761;13732;16.29;25.53;58.18
2020-05-12;Barbade;85;7;57;8.24;67.06;24.71
2020-05-12;Bangladesh;16660;250;3147;1.50;18.89;79.61
2020-05-12;Bosnie-Herzégovine;2158;117;1168;5.42;54.12;40.45
2020-05-12;Azerbaïdjan;2693;33;1680;1.23;62.38;36.39
2020-05-12;Australie;6980;98;6270;1.40;89.83;8.77
2020-05-12;Autriche;15961;623;14148;3.90;88.64;7.46
2020-05-12;Argentine;6563;319;1862;4.86;28.37;66.77
2020-05-12;Angola;45;2;13;4.44;28.89;66.67
2020-05-12;Albanie;876;31;682;3.54;77.85;18.61
2020-05-12;Arménie;3538;47;1430;1.33;40.42;58.25
2020-05-12;Antigua-et-Barbuda;25;3;19;12.00;76.00;12.00
2020-05-12;Émirats Arabes Unis;19661;203;6012;1.03;30.58;68.39
2020-05-12;Afghanistan;4963;127;610;2.56;12.29;85.15
2020-05-12;Andorre;758;48;568;6.33;74.93;18.73
2020-05-11;Andorre;755;48;550;6.36;72.85;20.79
2020-05-11;Afghanistan;4687;122;558;2.60;11.91;85.49
2020-05-11;Émirats Arabes Unis;18878;201;5381;1.06;28.50;70.43
2020-05-11;Antigua-et-Barbuda;25;3;19;12.00;76.00;12.00
2020-05-11;Arménie;3392;46;1359;1.36;40.06;58.58
2020-05-11;Albanie;872;31;654;3.56;75.00;21.44
2020-05-11;Angola;45;2;13;4.44;28.89;66.67
2020-05-11;Argentine;6278;314;1837;5.00;29.26;65.74
2020-05-11;Autriche;15882;620;14061;3.90;88.53;7.56
2020-05-11;Australie;6970;97;6213;1.39;89.14;9.47
2020-05-11;Azerbaïdjan;2589;32;1680;1.24;64.89;33.87
2020-05-11;Bosnie-Herzégovine;2141;113;1114;5.28;52.03;42.69
2020-05-11;Bangladesh;15691;239;2902;1.52;18.49;79.98
2020-05-11;Barbade;84;7;57;8.33;67.86;23.81
2020-05-11;Belgique;53449;8707;13697;16.29;25.63;58.08
2020-05-11;Burkina Faso;760;50;584;6.58;76.84;16.58
2020-05-11;Bahreïn;5236;8;2152;0.15;41.10;58.75
2020-05-11;Bulgarie;1990;93;461;4.67;23.17;72.16
2020-05-11;Burundi;15;1;7;6.67;46.67;46.67
2020-05-11;Bénin;319;2;62;0.63;19.44;79.94
2020-05-11;Saint Barthélemy;6;0;6;0.00;100.00;0.00
2020-05-11;Bolivie;2831;122;299;4.31;10.56;85.13
2020-05-11;Brunéi Darussalam;141;1;134;0.71;95.04;4.26
2020-05-11;Brésil;169594;11653;67384;6.87;39.73;53.40
2020-05-11;Bahamas;93;11;39;11.83;41.94;46.24
2020-05-11;Bhoutan;11;0;5;0.00;45.45;54.55
